0.25802514	-0.04559489	0.010126304	-0.02638666	-0.1149292	0.1012876	0.101427354	0.045628168	-0.02934193	-0.11959992	0.032137904	0.13859254	-0.08179408	0.057503257	-0.04906068	-0.082960054
-0.09349982	0.35567334	0.36277908	-0.28706175	-0.3597293	0.40980235	0.37329495	-0.36529997	-0.41590112	-0.32908118	-0.31796727	-0.33053717	0.3715676	0.28615624	0.3355811	-0.3418579
-0.063583	0.11905726	0.09232715	-0.08923821	-0.1095335	0.154495	0.13180172	-0.16569094	-0.124514066	-0.11605788	-0.13175371	-0.13499439	0.14882052	0.1362579	0.14139467	-0.08943148
0.21658657	-0.29076007	-0.20121403	0.23586316	0.13610643	-0.12176745	-0.10636444	0.2286651	0.15926586	0.12020496	0.23589094	0.28208557	-0.2473648	-0.18452911	-0.26778546	0.17752591
0.13325013	-0.12498871	-0.08236009	0.06577541	0.0794179	-0.04467529	-0.040045634	0.07450969	0.04387	0.10663767	0.07650484	0.11318386	-0.09793408	-0.057882495	-0.038943723	0.051811833
-0.006589643	0.14754072	0.13196072	-0.16695713	-0.19239116	0.11055116	0.16145284	-0.118238084	-0.14180347	-0.1656829	-0.13522224	-0.17449096	0.14313771	0.1498403	0.13083836	-0.16158806
0.05815784	-0.06244524	-0.098386444	0.089349814	0.055803765	-0.09568037	-0.107423544	0.09676656	0.07448951	0.08507466	0.08275391	0.0967779	-0.08361139	-0.06603558	-0.09058941	0.0846997
-0.50432473	1.3063467	1.185395	-1.2057145	-1.2310447	1.1179656	1.0530432	-1.1269416	-1.1911997	-1.1015254	-1.1816713	-1.3527476	1.2087547	1.0752783	1.3070687	-1.1561664
-0.06533681	0.2247534	0.19181424	-0.19937436	-0.289999	0.26231226	0.1706742	-0.18664557	-0.2299173	-0.22908059	-0.20037481	-0.19704048	0.17739283	0.18914387	0.22516322	-0.2132274
-0.07811471	0.20308465	0.18555677	-0.18183017	-0.16976902	0.1700977	0.1123482	-0.18389161	-0.20332	-0.13691795	-0.14764573	-0.1153777	0.12630856	0.09260948	0.21000408	-0.16546464
